price
1771.05
1777.45
1772.9
1787.9
1789.55
1811.1
1812.1
1803.1
1807.5
1801.9
1804.6
1807.7
1807.35
1815.65
1842.55
1852.4
1878.3
1902.1
1936.65
1940.9
1950.9
1957.65
1964.9
